kvk_number,company_name,registration_date,insolvency_date,days_to_insolvency,sbi_codes,postcode,address,city,insolventienummer
58950044,BSVB B.V.,2025-09-06,2025-10-15,39,43990,8255PE,De Kolk 76,Swifterbant,F.08/25/272
92882803,NXT Monday Works B.V.,2025-09-06,2025-10-15,39,43222,7207BG,Brinkhorst 3,Zutphen,F.03/25/269
73273481,MOTIVO NL B.V.,2025-09-06,2025-10-15,39,78201,1812RB,Robijnstraat 78,Alkmaar,F.13/25/413
87897229,The Art Of Food B.V.,2025-09-06,2025-10-15,39,47279,1214BD,Gijsbrecht van Amstelstraat 170,Hilversum,F.03/25/270
80822878,Uw Bouw Nederland B.V.,2025-09-06,2025-10-15,39,"41000,43212,43221,78202",3316KD,Zirkoon 232,Dordrecht,F.10/25/387
69262535,JPB Grondverzet en Loonwerk B.V.,2025-09-06,2025-10-15,39,43120,4566BB,Magdalenastraat 2,Heikant,F.02/25/294
86426915,Pro Clean 22 B.V.,2025-09-06,2025-10-15,39,"78202,81210",1081GN,Cronenburg 92,Amsterdam,F.13/25/412
77186818,IMS-Holding B.V.,2025-09-06,2025-10-15,39,70102,5652BJ,Meerenakkerplein 51,Eindhoven,F.01/25/274
60031123,Siete Horeca Breda B.V.,2025-09-06,2025-10-15,39,56111,4811WD,Vismarktstraat 13,Breda,F.02/25/295
64793710,Offset & Printmanagement Europa B.V.,2025-09-06,2025-10-15,39,"18140,20590,46851",5048CJ,Pallasstraat 32,Tilburg,F.02/25/296
71830707,Organic Nutrition Centre B.V.,2025-09-06,2025-10-15,39,"20150,52109",5813BG,Steegse Peelweg 138,Ysselsteyn,F.03/25/268
88486370,Stichting The Sew Crew Foundation,2025-09-06,2025-10-16,40,94997,3534AV,Gietijzerstraat 2,Utrecht,F.16/25/505
61280887,WasteMates B.V.,2025-09-06,2025-10-16,40,"32990,46649,74990",5684PX,de Donge 2,Best,F.01/25/276
12023054,EMD Tooling B.V.,2025-09-06,2025-10-16,40,25630,5807EW,De Hulst 24,Oostrum,F.03/25/271
95390014,WM Leasing B.V.,2025-09-06,2025-10-16,40,77390,5626GK,Marius Ouborglaan 8,Eindhoven,F.01/25/278
87280191,Brian Holding B.V.,2025-09-06,2025-10-16,40,64210,2061XB,Veen en Duin 59,Bloemendaal,F.13/25/416
84243163,CD Uitzendbureau B.V.,2025-09-06,2025-10-16,40,78201,3083RD,Ebenhaëzerstraat 29,Rotterdam,F.10/25/388
17282675,Bestronics B.V.,2025-09-06,2025-10-16,40,"26110,26120,27900,71120,85591",5503LT,De Run 4545,Veldhoven,F.01/25/279
94618895,WasteMates Holding B.V.,2025-09-06,2025-10-16,40,64210,5684PX,de Donge 2,Best,F.01/25/277
30111584,Vercon Elst B.V.,2025-09-06,2025-10-16,40,"28220,41000,43990",4033BV,de Hofstede 61,Lienden,F.05/25/384
58950044,BSVB B.V.,2025-09-06,2025-10-17,41,43990,8255PE,De Kolk 76,Swifterbant,F.16/25/506
93165854,Siero Logistics B.V.,2025-09-06,2025-10-17,41,"49410,78100,78201,88103",6842BV,Westerveldsestraat 38,Arnhem,F.05/25/386
32143682,Dvize B.V.,2025-09-06,2025-10-17,41,"46620,46643,74110",1362JW,Mangaanstraat 3,Almere,F.16/25/507
24371342,P.C. Visser Beheer B.V.,2025-09-06,2025-10-17,41,64210,3381GC,Binnendamseweg 52,Giessenburg,F.10/25/389
34100623,Keunen Holding B.V.,2025-09-06,2025-10-21,45,64210,1432PA,Karperstraat 68,Aalsmeer,F.13/25/417
84468157,Loyaal betonstaalvlecht B.V.,2025-09-06,2025-10-22,46,43990,2263CD,Prins Johan Willem Frisolaan 41,Leidschendam,F.09/25/747
87897229,The Art Of Food B.V.,2025-09-06,2025-10-22,46,47279,1214BD,Gijsbrecht van Amstelstraat 170,Hilversum,F.16/25/512
87042320,Car Store Nieuwvliet B.V.,2025-09-06,2025-10-22,46,"47810,52310,95311",4504AT,Transitoweg 53,Nieuwvliet,F.02/25/297
24258653,InterBurgo Europe B.V.,2025-09-06,2025-10-22,46,46390,3011AG,Coolsingel 104,Rotterdam,F.10/25/391
06076024,DSW Transport B.V.,2025-09-06,2025-10-22,46,"52242,52250",7547RT,Transportcentrum 19,Enschede,F.08/25/277
94375542,Vidato Group B.V.,2025-09-06,2025-10-22,46,"31000,46471",6523PD,Groesbeekseweg 210,Nijmegen,F.05/25/388
34130251,Woedend! B.V.,2025-09-06,2025-10-22,46,"62100,73110",1016DB,Raadhuisstraat 15,Amsterdam,F.13/25/419
87039206,R-L-R B.V.,2025-09-06,2025-10-22,46,"47810,64210,95311",4504AT,Transitoweg 51,Nieuwvliet,F.02/25/298
59617799,Grijp het Leven B.V.,2025-09-06,2025-10-22,46,"87991,88999",5981CM,Ruijsstraat 20,Panningen,F.03/25/272
76799808,247Spice Radio B.V.,2025-09-06,2025-10-22,46,"59200,60390,62100,77400",1013MK,Eerste Breeuwersstraat 38,Amsterdam,F.13/25/424
68327609,Pand 22 Lounge B.V.,2025-09-06,2025-10-22,46,56112,1092CK,Linnaeusstraat 22,Amsterdam,F.13/25/421
06071124,V.S.W. Beheer B.V.,2025-09-06,2025-10-22,46,64210,7547RT,Transportcentrum 19,Enschede,F.08/25/275
06076025,V.S.W. Expeditie B.V.,2025-09-06,2025-10-22,46,"52242,52250",7547RT,Transportcentrum 19,Enschede,F.08/25/276
64481859,Pabbl B.V.,2025-09-06,2025-10-22,46,"63910,73120",1032KJ,Papaverweg 34,Amsterdam,F.13/25/418
91233186,Kipperij Arnhem B.V.,2025-09-06,2025-10-22,46,47222,6827BH,Dr. C. Lelyweg 11,Arnhem,F.05/25/387
90003772,Static Waves Media B.V.,2025-09-06,2025-10-22,46,60200,1075VL,Schinkelkade 55,Amsterdam,F.13/25/422
62473891,W-Tone B.V.,2025-09-06,2025-10-22,46,46500,1101HG,De entree 201,Amsterdam,F.13/25/423
66858097,Skillz Brand ID'z B.V.,2025-09-06,2025-10-22,46,73110,5611KM,Paradijslaan 7,Eindhoven,F.01/25/284
85267244,Baraj Schoonmaak- en bedrijfsdiensten B.V.,2025-09-06,2025-10-22,46,81229,3706AK,Laan van Vollenhove 2935,Zeist,F.16/25/510
94921199,Bartmann Beheer B.V.,2025-09-06,2025-10-22,46,70102,6021AD,Meemortel 53,Budel,F.01/25/283
61648639,CSA Services B.V.,2025-09-06,2025-10-22,46,81230,3454PV,Rijnzathe 2,De Meern,F.01/25/282
66218039,Café het Krijgertje B.V.,2025-09-06,2025-10-22,46,56112,3262VR,Beijersehof 33,Oud-Beijerland,F.10/25/394
69641048,Zonmaat B.V.,2025-09-06,2025-10-22,46,"33123,43211,85591",3433PL,Zeelandhaven 3,Nieuwegein,F.16/25/508
76180646,Bake My Day Van Der Helst B.V.,2025-09-06,2025-10-22,46,"10710,56112",1073AC,Eerste Van der Helststraat 35,Amsterdam,F.13/25/420
92994040,BROER! Hoorn B.V.,2025-09-06,2025-10-22,46,86222,1623LC,Draafsingel 38,Hoorn,F.15/25/274
91899818,Pausa B.V.,2025-09-06,2025-10-22,46,56111,5921GA,Witherenstraat 37,Venlo,F.03/25/273
61976687,FIX Vast Goed Beheer B.V.,2025-09-06,2025-10-22,46,68110,2321JV,Kanaalpark 140,Leiden,F.09/25/348
74806769,Starlution B.V.,2025-09-06,2025-10-22,46,46390,2913LV,Hoogeveenenweg 100,Nieuwerkerk aan den IJssel,F.10/25/392
32075162,Brandweertrainingscentrum Kleefse Waard B.V.,2025-09-06,2025-10-22,46,"64210,85591",5232AG,Bruistensingel 400,'s-Hertogenbosch,F.16/25/511
70546932,Microbe&Lab B.V.,2025-09-06,2025-10-22,46,32502,1105AG,Paalbergweg 2,Amsterdam,F.15/25/275
75865122,Allimex Green Power Nederland B.V.,2025-09-06,2025-10-22,46,46642,2629HD,Rotterdamseweg 183,Delft,F.08/25/278
27251679,Keymer B.V.,2025-09-06,2025-10-22,46,46411,1332ED,Damsluisweg 48,Almere,F.09/25/350
92808859,Ukkies & More B.V.,2025-09-06,2025-10-22,46,47714,4461AC,Witte Paardstraat 6,Goes,F.02/25/299
74966405,Tech2B B.V.,2025-09-06,2025-10-22,46,"62100,62200",5531PP,Fabrieksweg 3,Bladel,F.01/25/287
88477746,Golf-Square International B.V.,2025-09-06,2025-10-22,46,46496,5105AC,Eindsestraat 38,Dongen,F.02/25/301
76474062,Brixor B.V.,2025-09-06,2025-10-22,46,46832,6462AG,Bleijerheiderstraat 115,Kerkrade,F.03/25/274
76464989,Rocro Holding B.V.,2025-09-06,2025-10-22,46,70102,6462AG,Bleijerheiderstraat 115,Kerkrade,F.03/25/275
32075162,Brandweertrainingscentrum Kleefse Waard B.V.,2025-09-06,2025-10-23,47,"64210,85591",5232AG,Bruistensingel 400,'s-Hertogenbosch,F.05/25/389
74806769,Starlution B.V.,2025-09-06,2025-10-23,47,46390,2913LV,Hoogeveenenweg 100,Nieuwerkerk aan den IJssel,F.09/25/354
08036741,Veritex B.V.,2025-09-06,2025-10-23,47,22260,3888NR,Grevenhout 9,Uddel,F.05/25/390
75865122,Allimex Green Power Nederland B.V.,2025-09-06,2025-10-23,47,46642,2629HD,Rotterdamseweg 183,Delft,F.09/25/351
94869898,Naskip Almere B.V.,2025-09-06,2025-10-23,47,"56111,56112",1083AW,Van Boshuizenstraat 235,Amsterdam,F.13/25/427
70546932,Microbe&Lab B.V.,2025-09-06,2025-10-23,47,32502,1105AG,Paalbergweg 2,Amsterdam,F.13/25/428
90822269,DHO Dienstverleningen B.V.,2025-09-06,2025-10-23,47,"43340,81210,81221,81229",7556PD,Lintelerweg 60,Hengelo,F.08/25/280
09116610,MPS Systems B.V.,2025-09-06,2025-10-24,48,"28990,46649",6825MV,Delta 100,Arnhem,S.05/25/10
84823747,MPS Supply Chain B.V.,2025-09-06,2025-10-24,48,28990,6825MV,Delta 100,Arnhem,S.05/25/12
80324495,M. Nobel Schilderwerk B.V.,2025-09-06,2025-10-24,48,"43340,78202",3056JV,Terbregseweg 117,Rotterdam,F.10/25/395
94869898,Naskip Almere B.V.,2025-09-06,2025-10-24,48,"56111,56112",1083AW,Van Boshuizenstraat 235,Amsterdam,F.16/25/513
09153024,MPS Holding B.V.,2025-09-06,2025-10-24,48,"28990,46649,64210",6825MV,Delta 100,Arnhem,S.05/25/9
84826843,MPS Service & Commissioning B.V.,2025-09-06,2025-10-24,48,"33123,82100",6825MV,Delta 100,Arnhem,S.05/25/11
27251679,Keymer B.V.,2025-09-06,2025-10-24,48,46411,1332ED,Damsluisweg 48,Almere,F.16/25/514
84823747,MPS Supply Chain B.V.,2025-09-06,2025-10-29,53,28990,6825MV,Delta 100,Arnhem,F.05/25/396
69895031,WeDoDigital B.V.,2025-09-06,2025-10-29,53,"62900,70201",2201CX,Keyserswey 101,Noordwijk,F.09/25/358
60765992,Stichting VM Baarn,2025-09-06,2025-10-29,53,87201,3741PR,Johannes Vermeerlaan 38,Baarn,F.16/25/515
96444533,Gaia-Middelburg B.V.,2025-09-06,2025-10-29,53,"56111,56300",4331LL,Markt 81,Middelburg,F.02/25/302
65835654,ArTee Concepts B.V.,2025-09-06,2025-10-29,53,"46190,70201",3772MP,Anthonie Fokkerstraat 59,Barneveld,F.05/25/395
87804646,Succesjobs Uitzendgroep B.V.,2025-09-06,2025-10-29,53,78202,2512RL,Honselersdijkstraat 59,'s-Gravenhage,F.09/25/359
78212456,VSNE Participaties B.V.,2025-09-06,2025-10-29,53,70201,3737BE,Koningin Wilhelminaweg 477,Groenekan,F.16/25/517
34301227,InPromo B.V.,2025-09-06,2025-10-29,53,"63100,73110,74120",1948RC,Gooiland 6,Beverwijk,F.15/25/276
94868948,Toni & Guy Rozengracht B.V.,2025-09-06,2025-10-29,53,96210,1016LP,Rozengracht 13,Amsterdam,F.13/25/429
69298947,De Drie Linden B.V.,2025-09-06,2025-10-29,53,"56111,56112,56210",5124NJ,Broekstraat 1,Molenschot,F.02/25/304
89003209,RockSolid B.V.,2025-09-06,2025-10-29,53,41000,1011NC,Valkenburgerstraat 190,Amsterdam,F.13/25/433
84826843,MPS Service & Commissioning B.V.,2025-09-06,2025-10-29,53,"33123,82100",6825MV,Delta 100,Arnhem,F.05/25/394
95497447,Vitas Design B.V.,2025-09-06,2025-10-29,53,"62100,62200",8501XE,Albert Einsteinweg 2,Joure,F.18/25/300
69292302,Baans Holding B.V.,2025-09-06,2025-10-29,53,64923,5124NJ,Broekstraat 1,Molenschot,F.02/25/303
74374389,Stadsbrouwerij de Deftige Aap B.V.,2025-09-06,2025-10-29,53,"11050,56111,56300",5701RK,Markt 14,Helmond,F.01/25/290
82971811,Greenmatch B.V.,2025-09-06,2025-10-29,53,01610,2201CX,Keyserswey 101,Noordwijk,F.09/25/360
85232890,Stichting Building Scalable Ventures,2025-09-06,2025-10-29,53,82300,1822PA,Laan van Bergama 24,Alkmaar,F.15/25/277
84390913,"Distilleerderij, slijterij de Deftige Aap B.V.",2025-09-06,2025-10-29,53,11010,5701RK,Markt 12,Helmond,F.01/25/291
09116610,MPS Systems B.V.,2025-09-06,2025-10-29,53,"28990,46649",6825MV,Delta 100,Arnhem,F.05/25/393
20150219,Je & Be Exclusief B.V.,2025-09-06,2025-10-29,53,46150,4751VK,Watermolen 27,Oud Gastel,F.02/25/308
91166322,Van de Vliet B.V.,2025-09-06,2025-10-29,53,70102,1216GE,Diependaalselaan 339,Hilversum,F.16/25/518
78319404,De Lokalist B.V.,2025-09-06,2025-10-29,53,"49410,63100",3737BE,Koningin Wilhelminaweg 477,Groenekan,F.16/25/519
09153024,MPS Holding B.V.,2025-09-06,2025-10-29,53,"28990,46649,64210",6825MV,Delta 100,Arnhem,F.05/25/392
75763591,FKL-Advies B.V.,2025-09-06,2025-10-29,53,64210,6422RM,Snellius 1,Heerlen,F.03/25/280
87515849,Bouwstudio Aalsmeer B.V.,2025-09-06,2025-10-29,53,41000,1432CN,Aalsmeerderweg 283,Aalsmeer,F.13/25/431
87324431,Muntinga Holding B.V.,2025-09-06,2025-10-29,53,64210,7872PD,Looakkers 29,Valthe,F.18/25/295
77514947,Intrada Group Nederland B.V.,2025-09-06,2025-10-29,53,"46461,62100,62900,68110,68120,68203,68320,85591,86992",6411HK,Raadhuisplein 18,Heerlen,F.13/25/434
95124675,Muntinga Vastgoed B.V.,2025-09-06,2025-10-29,53,"68110,68120",7872PD,Looakkers 29,Valthe,F.18/25/296
67505368,Grondverzetbedrijf Dunnink B.V.,2025-09-06,2025-10-29,53,43120,7951KP,Hamingerweg 5,Staphorst,F.08/25/281
88795527,Femly B.V.,2025-09-06,2025-10-29,53,71120,6132TH,Bruno Heisterdreef 1,Sittard,F.03/25/277
81614225,Fusion Company B.V.,2025-09-06,2025-10-29,53,"46499,56120,77229,82990",5461KA,Meijerijgaarde 23,Veghel,F.01/25/289
67925863,Renew Payroll B.V.,2025-09-06,2025-10-29,53,78201,4707AT,Bergrand 220,Roosendaal,F.02/25/305
66365538,Renew HRM B.V.,2025-09-06,2025-10-29,53,"78201,78202",4707AT,Bergrand 220,Roosendaal,F.02/25/307
66356237,Renew Group B.V.,2025-09-06,2025-10-29,53,"64210,70201,78100,82300",4707AT,Bergrand 220,Roosendaal,F.02/25/306
92730736,AS Bouwservice B.V.,2025-09-06,2025-10-29,53,"31000,41000,43320",6041KL,Dokter Leursstraat 1,Roermond,F.03/25/279
90941772,SCL-Solutions B.V.,2025-09-06,2025-10-29,53,"52310,70202",6003DE,Copernicusstraat 11,Weert,F.03/25/278
56520212,Scrap Connection B.V.,2025-09-06,2025-10-29,53,81100,1017AZ,Singel 542,Amsterdam,F.13/25/430
87324431,Muntinga Holding B.V.,2025-09-06,2025-10-30,54,64210,7872PD,Looakkers 29,Valthe,F.08/25/282
09091430,Combi Plant B.V.,2025-09-06,2025-10-30,54,"46220,47761",6515BG,Colmarstraat 68,Nijmegen,F.05/25/397
95124675,Muntinga Vastgoed B.V.,2025-09-06,2025-10-30,54,"68110,68120",7872PD,Looakkers 29,Valthe,F.08/25/283
77514947,Intrada Group Nederland B.V.,2025-09-06,2025-10-30,54,"46461,62100,62900,68110,68120,68203,68320,85591,86992",6411HK,Raadhuisplein 18,Heerlen,F.03/25/282
60683597,Ripa Safety & Security Doetinchem B.V.,2025-09-06,2025-10-30,54,"78202,80010",6827AV,Westervoortsedijk 73,Arnhem,F.05/25/398
75457210,Grower Connect B.V.,2025-09-06,2025-10-30,54,46220,2231BZ,Laan van Verhof 46,Rijnsburg,F.05/25/399
08194300,Tri-O-Gen B.V.,2025-09-06,2025-10-30,54,"26510,46645",7161AG,Parallelweg 62,Neede,F.08/25/285
05054636,Simon de Haas Zwolle B.V.,2025-09-06,2025-10-31,55,"46837,46838,46842",8042PH,Hoekerweg 7,Zwolle,F.08/25/286
75457210,Grower Connect B.V.,2025-09-06,2025-10-31,55,46220,2231BZ,Laan van Verhof 46,Rijnsburg,F.09/25/361
33212190,E.J. Kedde Invest B.V.,2025-09-06,2025-11-03,58,64210,1016HD,Prinsengracht 220,Amsterdam,F.13/25/435
08194300,Tri-O-Gen B.V.,2025-09-06,2025-11-03,58,"26510,46645",7161AG,Parallelweg 62,Neede,F.05/25/400
86749943,Microtuin B.V.,2025-09-06,2025-11-05,60,68203,5611BA,Professor Dr Dorgelolaan 2,Eindhoven,S.01/25/9
35029897,Buurtjes Horeca leverancier V.O.F.,2025-09-06,2025-11-05,60,"46311,46390,46649",1184VE,Amsteldijk Zuid 78,Amstelveen,F.13/25/438
65311450,M&Z Holding B.V.,2025-09-06,2025-11-05,60,41000,2321JV,Kanaalpark 140,Leiden,F.09/25/362
62524305,NiDo B.V.,2025-09-06,2025-11-05,60,"47404,62100,64210,70201,70202,90392,95100,95210",4800DM,Postbus 3535,Breda,F.02/25/311
89615611,Isolar Energie B.V.,2025-09-06,2025-11-05,60,"43222,46500,46649,46901",7766BT,Dr Ir H A Stheemanstraat 20,Nieuw-Schoonebeek,F.18/25/303
65346742,SteigermeubelsXL B.V.,2025-09-06,2025-11-05,60,31000,5552AA,Eindhovenseweg 117,Valkenswaard,F.01/25/300
95494413,Dircruz Facility's B.V.,2025-09-06,2025-11-05,60,"78202,81210,81221,82990",1042BB,Westhavenweg 105,Amsterdam,F.13/25/437
09109721,Reisadviesburo ADE B.V.,2025-09-06,2025-11-05,60,"64210,79110",7475NS,Veldweg 4,Markelo,F.05/25/402
83038248,Stichting De BetaCompany,2025-09-06,2025-11-05,60,88999,4824AH,Overemer 8,Breda,F.02/25/312
76237842,DKB infra B.V.,2025-09-06,2025-11-05,60,42210,1951AW,Eendrachtsstraat 27,Velsen-Noord,F.15/25/288
51040166,RMK Reclame B.V.,2025-09-06,2025-11-05,60,73110,5625PA,Franklin D Rooseveltlaan 18,Eindhoven,F.01/25/298
08151346,Trappen en Treden Dijkhof B.V.,2025-09-06,2025-11-05,60,"16250,25110,46649",7559SH,David Ricardostraat 1,Hengelo,F.08/25/288
59838264,R. de Hilster Betonwerken B.V.,2025-09-06,2025-11-05,60,71120,2691HA,Fultonstraat 8,'s-Gravenzande,F.09/25/364
71182977,Jobas Holding B.V.,2025-09-06,2025-11-05,60,64210,5625PA,Franklin D Rooseveltlaan 18,Eindhoven,F.01/25/299
94548056,YG personeel B.V.,2025-09-06,2025-11-05,60,64210,6443AG,Prins Hendriklaan 418,Brunssum,F.03/25/287
32095473,FINODEX B.V.,2025-09-06,2025-11-05,60,62100,1272CB,Arie de Waalstraat 7,Huizen,F.16/25/522
94659737,Brood- en Banketbakkerij De Gooijer VOF,2025-09-06,2025-11-05,60,10710,3437DR,Mennersweide 8,Nieuwegein,F.16/25/528
09142751,Het Publieke Domein B.V.,2025-09-06,2025-11-05,60,"70201,78100,78202",3702AC,Utrechtseweg 131,Zeist,F.16/25/526
74958739,MDG-overkappingen B.V.,2025-09-06,2025-11-05,60,25110,4706TN,Tindijk 45,Roosendaal,F.02/25/310
78297478,Fietscentrum Overdevest B.V.,2025-09-06,2025-11-05,60,"47631,77210,95290",1332EE,Keersluisweg 7,Almere,F.16/25/529
72491884,De Weelde Zwembaden B.V.,2025-09-06,2025-11-05,60,"71120,74140",7255ZH,Postbus 77,Hengelo (Gelderland),F.05/25/403
85358894,HeatronX Holding B.V.,2025-09-06,2025-11-05,60,64210,5061JV,Parklaan 1,Oisterwijk,F.02/25/313
85361917,TI-Green B.V.,2025-09-06,2025-11-05,60,"35123,64210",5048AL,Gebroeders Salastraat 40,Tilburg,F.02/25/315
83821279,Isolar B.V.,2025-09-06,2025-11-05,60,"43230,47789",7766BT,Dr Ir H A Stheemanstraat 20,Nieuw-Schoonebeek,F.18/25/302
83771808,Dijkhof Montage B.V.,2025-09-06,2025-11-05,60,41000,7559SH,David Ricardostraat 1,Hengelo,F.08/25/287
85624047,Simplexity Group B.V.,2025-09-06,2025-11-05,60,"41000,49410,70202,78202",,,,F.16/25/530
54163072,ICE-BT B.V.,2025-09-06,2025-11-05,60,"28210,33200",2153GC,Roggestraat 25,Nieuw-Vennep,F.15/25/285
56001797,Finodex Investment Technologies B.V.,2025-09-06,2025-11-05,60,"62100,70201",1272CB,Arie de Waalstraat 7,Huizen,F.16/25/523
57851034,Finodex Groep B.V.,2025-09-06,2025-11-05,60,64210,1272CB,Arie de Waalstraat 7,Huizen,F.16/25/524
78305209,Rens Ontwikkeling B.V.,2025-09-06,2025-11-05,60,"41000,68120",7812HZ,Waanderweg 146,Emmen,F.18/25/301
92107451,CSA Services Holding B.V.,2025-09-06,2025-11-05,60,70102,3454PV,Rijnzathe 2,De Meern,F.16/25/521
92914047,Pasha B.V.,2025-09-06,2025-11-05,60,56112,1314AV,Markerkant 15 21,Almere,F.16/25/532
92640508,Gigadak B.V.,2025-09-06,2025-11-05,60,43410,1606AD,De Buurt 63,Venhuizen,F.15/25/286
71412174,J.C. Call Solutions B.V.,2025-09-06,2025-11-05,60,"73300,78202,82200,86991,88999",2913LJ,Steenbakkerij 12,Nieuwerkerk aan den IJssel,F.10/25/398
71663886,Villanova Style B.V.,2025-09-06,2025-11-05,60,"46421,47713",1077JH,Beethovenstraat 24,Amsterdam,F.13/25/436
69850534,Taxi Van Wijk Gaartman B.V.,2025-09-06,2025-11-05,60,49330,6707CS,Matenstraat 36,Wageningen,F.05/25/401
72077778,Shade Tech Outdoor Living en Rolluiken B.V.,2025-09-06,2025-11-05,60,"41000,47526",1701ET,De Punt 2,Heerhugowaard,F.15/25/289
85363405,HeatronX B.V.,2025-09-06,2025-11-05,60,"27510,64210",5048AL,Gebroeders Salastraat 40,Tilburg,F.02/25/314
83041761,Espresso Perfetto B.V.,2025-09-06,2025-11-05,60,56112,5911GL,Lomstraat 15,Venlo,F.03/25/286
83010076,Smartins Logistics,2025-09-06,2025-11-05,60,49410,3088GB,Albert Plesmanweg 43,Rotterdam,F.10/25/403
60794968,DE WIT ADVOCATEN B.V.,2025-09-06,2025-11-05,60,69101,1816MJ,Olympiaweg 1,Alkmaar,F.15/25/280
71438653,Gutenberg Holding B.V.,2025-09-06,2025-11-05,60,70102,6825MV,Delta 100,Arnhem,F.13/25/441
81154917,Lanworld B.V.,2025-09-06,2025-11-05,60,"46500,62200",2171AE,Wasbeekerlaan 44,Sassenheim,F.10/25/399
56270569,Prolumi B.V.,2025-09-06,2025-11-05,60,46473,2153GM,Luzernestraat 9,Nieuw-Vennep,F.09/25/363
80936016,Finance4sure Exclusive B.V.,2025-09-06,2025-11-05,60,64210,3114AB,Nieuwe Haven 45,Schiedam,F.16/25/531
90876881,DC Multiservices B.V.,2025-09-06,2025-11-05,60,"78202,81210,81221",1042BB,Westhavenweg 105,Amsterdam,F.15/25/287
24235584,Marine-Solutions B.V.,2025-09-06,2025-11-05,60,"47910,72100",4612RM,Affuit 1,Bergen op Zoom,F.10/25/402
30288571,Winst uit je woning: Samen inkopen B.V.,2025-09-06,2025-11-05,60,63910,2011MA,Prinsen Bolwerk 1,Haarlem,F.16/25/525
71637001,Poke Bowl NB B.V.,2025-09-06,2025-11-05,60,"47210,47230,56112",2991BB,Emmastraat 19,Barendrecht,F.01/25/295
58753656,Samba Kitchen C.V.,2025-09-06,2025-11-05,60,56111,1072EV,Ceintuurbaan 63,Amsterdam,F.13/25/442
82205205,Ammehoela B.V.,2025-09-06,2025-11-05,60,47714,6225NB,Molenweg 59,Maastricht,F.16/25/520
68121032,The Food Loving Family VOF,2025-09-06,2025-11-05,60,56111,1506BE,Dam 36,Zaandam,F.15/25/281
76537293,Biltstraat Wellness & Horeca B.V.,2025-09-06,2025-11-05,60,56111,3572BA,Biltstraat 6,Utrecht,F.16/25/527
89736257,clean club B.V.,2025-09-06,2025-11-05,60,81210,1724NL,Dorpsstraat 727,Oudkarspel,F.15/25/284
70295115,W88 Holding B.V.,2025-09-06,2025-11-05,60,"41000,46390,78201",1165GR,Minister Cort van der Lindenstraat 2,Halfweg,F.15/25/290
89268725,Enforce Amstelveen B.V.,2025-09-06,2025-11-05,60,93130,1183DJ,Prof. W.H. Keesomlaan 14,Amstelveen,F.02/25/309
77190866,N-Logistics B.V.,2025-09-06,2025-11-05,60,49410,5652BJ,Meerenakkerplein 51,Eindhoven,F.01/25/296
77191048,N-Connect B.V.,2025-09-06,2025-11-05,60,62900,5652BJ,Meerenakkerplein 51,Eindhoven,F.01/25/297
12056691,Petsnmore vof,2025-09-06,2025-11-05,60,"47553,47761,47762,47789",5981AM,Markt 1,Panningen,F.03/25/283
60794968,DE WIT ADVOCATEN B.V.,2025-09-06,2025-11-06,61,69101,1816MJ,Olympiaweg 1,Alkmaar,F.13/25/446
30288571,Winst uit je woning: Samen inkopen B.V.,2025-09-06,2025-11-06,61,63910,2011MA,Prinsen Bolwerk 1,Haarlem,F.15/25/292
71438653,Gutenberg Holding B.V.,2025-09-06,2025-11-06,61,70102,6825MV,Delta 100,Arnhem,F.05/25/406
71637001,Poke Bowl NB B.V.,2025-09-06,2025-11-06,61,"47210,47230,56112",2991BB,Emmastraat 19,Barendrecht,F.10/25/405
80936016,Finance4sure Exclusive B.V.,2025-09-06,2025-11-06,61,64210,3114AB,Nieuwe Haven 45,Schiedam,F.10/25/406
81154917,Lanworld B.V.,2025-09-06,2025-11-06,61,"46500,62200",2171AE,Wasbeekerlaan 44,Sassenheim,F.09/25/365
90876881,DC Multiservices B.V.,2025-09-06,2025-11-06,61,"78202,81210,81221",1042BB,Westhavenweg 105,Amsterdam,F.13/25/447
91064724,KWMH B.V.,2025-09-06,2025-11-06,61,"46480,46823",8011LS,Luttekestraat 42,Zwolle,F.08/25/289
56270569,Prolumi B.V.,2025-09-06,2025-11-06,61,46473,2153GM,Luzernestraat 9,Nieuw-Vennep,F.15/25/291
76717321,Go Sharing B.V.,2025-09-06,2025-11-06,61,"47810,77112,95311",2496SV,Steentijdsingel 118,'s-Gravenhage,F.05/25/405
02059622,Simon de Haas Groningen B.V.,2025-09-06,2025-11-06,61,"46837,46838,46842",8042PH,Hoekerweg 7,Zwolle,F.18/25/307
87666642,Simon de Haas Sneek B.V.,2025-09-06,2025-11-06,61,"46620,46837,46842",8042PH,Hoekerweg 7,Zwolle,F.18/25/308
90052951,SurvivX B.V.,2025-09-06,2025-11-06,61,72100,2375AR,Zuidweg 25,Rijpwetering,F.05/25/404
24235584,Marine-Solutions B.V.,2025-09-06,2025-11-06,61,"47910,72100",4612RM,Affuit 1,Bergen op Zoom,F.02/25/316
91167272,Carmen-Luise B.V.,2025-09-06,2025-11-07,62,"47260,47610,47620,53100",3891ET,Kerkstraat 10,Zeewolde,F.16/25/534
87666642,Simon de Haas Sneek B.V.,2025-09-06,2025-11-07,62,"46620,46837,46842",8042PH,Hoekerweg 7,Zwolle,F.08/25/291
